id,context,question,answer0,answer1,answer2,answer3,label
3ULIZ0H1VA35J1AKCJLYD7NE4A651O##3VNL7UK1XGH1G2DCAHOJU9TA0CBTFK##AEZ8HFKNK24Q3##Blog_919855##q2_a1##306W7JMRY0C4D6ALWCXQN1YMLGE8BC,His father died when he was 15 so he was left a fair share of his fathers money and properties . He chose a beautiful home on the outskirts of Leinster . It had been vacant a few years so Eamon hired laborers to fix it just the way he wanted it . The land had many fruit trees and a big pond with enough fish to last years .,What may happen after he purchase the house ?,He may live in the nice home and enjoy the produce and fish .,None of the above choices .,He may leave the home vacant for a few years .,He may move away from the beautiful house on the outskirt of the Leinster .,0
3VMV5CHJZ8D48IBDVYOZNAXYMT0TGA##3TE3O8573164ZTO8IX4HABY319X2RQ##AX8WLDRDXA7P9##Blog_1056788##q1_a1##329E6HTMSYGJ5C89Q8FNVN91SJRK32,"The table next to us actually requested to be moved and I do n't blame them I would have to . I am not taking her back to a restaurant until she is a little older . I do n't want the hassle , wasted money or to mess up the other patrons dining experience .",What did she do the last time you brought her to a restaurant ?,"The last time I brought her to a restaurant , she ate so much food that the place banned us from coming back .","The last time I brought her to a restaurant , she screamed so much that the other table asked to be moved .","The last time I brought her to a restaurant , she slept on the tables of other diners , which annoyed them","The last time I brought her to a restaurant , she got us kicked out of the for making a mess , wasting our money .",1
3H6W48L9F4N2DC86TMJX43IPRJGPWL##3RKNTXVS3NWM3QHEK01J806RMEO4AQ##A1VR49TB3Q4BV8##Blog_613700##q1_a1##3N3WJQXELU4540U878DJRDHOBA52LV,"I no longer own one of those huge hunks of metal that consume precious fossil fuel , pollute the air , and may be considered responsible for all sorts of social , political and economic problems . gosh , how we love our cars ! in april I celebrated my second anniversary of being carfree .",What will I do after ?,"I will walk , since I have no car .",I will buy another car .,None of the above choices .,I will buy a motorcycle .,0
31GN6YMHLR6EKTN551ZRR6B872YSWP##34J10VATJIDNT2MHEIC9KZJO1VNQIZ##ASI6KXF2GAUTQ##Blog_1333884##q1_a1##3T5ZXGO9DG2618DXOKUTVAQP6STQZO,"I woke up this morning knowing it was 9/11 , but not really wanting to face the day . The pouring rain did n't help . It seems like Mother Nature was as gloomy about the day as I was . I ca n't believe it 's been seven years since that horrible day .",Why is the speaker upset ?,Because it 's the anniversary of a horrible event .,Because the weather is bad .,Because they are getting old .,Because they are tired .,0
3OID399FXIL67IISIMU2SJ38AMWFDX##358UUM7WR2IQGJKL86XCY03KGUO7RF##A3VVR8NR3ED04C##Blog_796572##q1_a1##30UZJB2POJQGNTN6JLBHTYQJVV735F,"Write a 950 word biographical sketch of someone you know well . Include an account of your first meeting and any other interesting anecdotes that will help a reader to know the person you are writing about . As Boswell does , record some of your subject 's words , and incorporate them into your sketch as dialogue .",Why is the narrator giving out such specific instructions ?,The narrator is a professor .,None of the above choices .,The narrator is a history professor .,The narrator is very type A.,0
3OID399FXIL67IISIMU2SJ38AMWFDX##358UUM7WR2IQGJKL86XCY03KGUO7RF##A3VVR8NR3ED04C##Blog_796572##q1_a2##3SD15I2WD48C6XNKO4LML44JRQI36V,"Write a 950 word biographical sketch of someone you know well . Include an account of your first meeting and any other interesting anecdotes that will help a reader to know the person you are writing about . As Boswell does , record some of your subject 's words , and incorporate them into your sketch as dialogue .",Why is the narrator giving out such specific instructions ?,The narrator is a history professor .,The narrator is very type A.,The narrator is a literature professor .,None of the above choices .,2
3WGZLY9VCJ0XS385A8OWIRMMO6HD8P##3KWTYT0873I0QHBPFTLJE4GPOXRL5I##A2RUHO7I7Y4XFA##Blog_731##q1_a1##39N6W9XWRF1FJT9EP2NYNPDMVSDYG8,"Teen unemployment up ! The increase in the unemployment rate to 5.7 percent , from 5.5 percent in June , in part came as many young people streamed into the labor market looking for summer jobs . This year , fewer of them were able to find work , the government said .",What will happen to the labor market ?,There will be more jobs during the summer,There will be more labor jobs,None of the above choices .,There will be less jobs available,3
3FVBZG9CLLSWMU8410U7GXV2XTJH0M##3XM0HYN6NNEQDLJGIM7TZFVM51BEPV##A3R19ZA45J8915##Blog_647189##q1_a1##3IV1AEQ4DTRAVP8XK4A7LPHZTQTJ8O,"I remember last August and the ice cream dripping down our wrists and dancing with a little girl as we waiting for the festivities to begin . I remember the picture of HDC , Megan , Erin and I in front of the castle . I remember sitting in the window at the French restaurant in EPCOT with my mom and as we enjoyed our 3 course French meal watching the fireworks shoot off , it 's still "" our "" table .",What dish was most likely included in the meal my mom and I ate ?,There was probably tzatziki and pita on the table .,There was probably coq au vin on the table .,There was probably carne asada tacos on the table .,There was probably mushroom risotto on the table .,1
36818Z1KV3BYZA0GUJQY9BIXUS6A3G##3IAEQB9FMFIWAZ3AEGY4TTXOQK5WDA##A3H0TLQC53H5MB##Blog_1236668##q1_a1##3VLL1PIENS23GW0H972P65VPRGHOZY,I stop drinking coffee with cream for atleast one week and the result was bad . I usually had coffee and cream in the morning . It 's the first thing I always do right after I woke up .,Why are the results bad for the OP ?,None of the above choices .,They are nauseous .,They are jittery .,They are tired,3
3OREP8RUT294CWHWVCXENGRCGLFGBK##3YJ6NA41JCEJTC61CQ6K4XK52W1PJ2##A2JY56TZCEPK3J##Blog_665270##q1_a1##3B286OTISGVOED1CH2ULHGNUJ4FAJL,"Naturally , the Obama - Craig button was a hilarious mistake on the part of the button company , but it is one of those things like an incorrectly printed postage stamp that becomes more valuable because it is so wrong and so rare . So I immediately ordered 10 copies of the button . A couple days later , I checked the button company Web site and - Rats ! - the button had been corrected .",What may happen after ordering the incorrect Obama button ?,I will return the rare button to the button company .,I will throw the button into the garbage .,I will contact the button company   to inform them about the mistake .,I will want to order a lot more .,3
33K3E8REWY9BQ9DM18P8CYPE4EWX8U##35K3O9HUAESEM8UM4JBONLHI2GQFE0##A3VVR8NR3ED04C##Blog_52962##q1_a1##379OL9DBSUS04JM6BWHOV8RYQZ19YC,"Katalin and Alex were originally from Hungry , they built this place a couple of years ago , and what beautiful home they have created . We were really spoilt , they love to have people stay and could not do enough for us . All of the food was homemade and they even catch and smoke their own trout .",Why did the couple build the home ?,None of the above choices .,They needed one after immigrating .,They needed one after coming to Hungary .,They needed one after coming to Hungry .,1
33K3E8REWY9BQ9DM18P8CYPE4EWX8U##35K3O9HUAESEM8UM4JBONLHI2GQFE0##A3VVR8NR3ED04C##Blog_52962##q1_a2##3MQY1YVHS5YTRR8WGVOPDALJZK92BY,"Katalin and Alex were originally from Hungry , they built this place a couple of years ago , and what beautiful home they have created . We were really spoilt , they love to have people stay and could not do enough for us . All of the food was homemade and they even catch and smoke their own trout .",Why did the couple build the home ?,They needed one after coming to Hungry .,They needed one after coming to Hungary .,None of the above choices .,They needed one after coming to the country .,3
3OB6JN3A9QNRKDU72CHZ00GDUSTRMD##3TESA3PJ32839HF9N7RK3LIR1FUMM4##AEZ8HFKNK24Q3##Blog_29042##q1_a1##3VDVA3ILIFTITNYBDDGP922BNHUG1Z,"So there I was , walking one of my employees out to her car at the end of the night , about 11:30 . I glanced up and happened to see ... a deer . Not unusual in southern Kentucky , but this deer was walking across the parking lot of the Dollar Tree next door . It 's a big parking lot .",What may be the reason the person thinks was usual ?,The employee needed to be walked to her car .,Deer usually do n't like to walk in the open in urban area .,It was unusual for deer to walk near Dollar Tree .,None of the above choices .,1
3OB6JN3A9QNRKDU72CHZ00GDUSTRMD##3TESA3PJ32839HF9N7RK3LIR1FUMM4##AEZ8HFKNK24Q3##Blog_29042##q2_a1##3BVS8WK9Q29X2CMY5Y9H0QS0O6DIBC,"So there I was , walking one of my employees out to her car at the end of the night , about 11:30 . I glanced up and happened to see ... a deer . Not unusual in southern Kentucky , but this deer was walking across the parking lot of the Dollar Tree next door . It 's a big parking lot .",What may happen if he did not walk his employee to her car ?,One of my employees would walk her to her car .,He would not have seen the strange sight .,None of the above choices .,The deer would walk up to her car .,1
374UMBUHN5NRR6V8TCSGXJCJO0NCTW##3EG49X351VACEQTLEYMCP613IO3X63##AEZO3PW77VG3K##Blog_286689##q1_a1##3XT3KXP241CRW05397S9PA68A6ZI6Q,"After that we are paddling to another village to take our swim test . The water is 64 * so I ' m a little nervous . Plus , I ' m already pretty tired ( I slept badly again last night ) and even sore in the shoulders from all this hard work .",What happens after we arrive at the village ?,The water will get warmer .,My shoulders will become less sore .,I will sleep badly again and be tired .,None of the above choices .,3
3TUOHPJXYJBMGA94ZB5EQES0MOGXWW##3ZPBJO59KSGT8Y7S3EO4KOBAJT7DHT##A32W24TWSWXW##Blog_577722##q1_a1##3909MD9T21VBZOWSEH5MY1LTBMBFEH,"My Poppy passed away yesterday . We knew it was coming as he had been battling cancer for years , and we knew things were coming to an end . So I thought I was prepared for the news . I guess I was n't .",What might I do after hearing the news .,I will try to pretend it never happened and talk to him anyway .,I will help other cope with the news because I was ready for it .,I will probably cry myself to sleep then get ready to go to his funeral .,I will go on with my life because it does n't bother me at all .,2
3T2HW4QDUV587RMUV6NZ6JB7UU59CG##3OS4RQUCRAD1KGJVAVXYUFNOSQYFB7##A11LSO6D7BMY99##Blog_156642##q1_a1##3I4E7AFQ2MDTT90LN2L2CLDM7T3JTI,Departure is the end of next week . Last Thursday we went to Seoul to take care of the attesting of documents and on Friday the shipping company came and moved the boxes of aforementioned stuff from our house . MinHang Shipping has so far done and outstanding job of packing our stuff and getting it out of the house .,What occurred last thursday ?,The shipping company came with the documents .,None of the above choices .,They started moving to seoul last thursday .,They went to seoul to take care of moving doucments .,3
3ZXV7Q5FJBMH81D7YSNRGFXIX6TFCZ##3MAOD8E57R8KLBZDDF8TRHNPFEXNXA##A1F0NR3E2VWUIO##Blog_1264634##q1_a1##33IXYHIZB7WRYUKGQMQFEIR42FRE2B,"How decadent can a person be ? But , the real thrill came when I saw the stars . I went down to the dock to skinny dip I stripped and dove in to that incredible mountain - lake water and when I surfaced , the dome of the sky expanded and the stars were stunning . We do n't see the stars down here in the city ... I mean , we see a few of the brightest , but not the zillions that are there in the darkness .",Why might I skinny - dip ?,"Since I was somewhere refreshingly different , I want to do something exciting .",The view of the stars and mountain were incredible and I wanted to see them from below .,"Since the stars were stunning , I wanted to admire them from the water .","Since I saw my city in a different light , I want to do something exciting .",0
3SMIWMMK613F5HG2A8IRE95OZQRUWL##3AQF3RZ559GVE420E4GQJZ1WE956FZ##A3VVR8NR3ED04C##Blog_910043##q1_a1##30EV7DWJTX9DM0K8DPECBY0W0L06YF,"Join Glamour Models Gone Bad today and you will see what we are talking about . Did you know that Glamour Models Gone Bad has over 1024 different beautiful babes in their collection ? These guys have a penchant for beautiful babes and it shows . They add new models all the time , and they are n't just any skank off the street .",What is the target demographic of this business .,Single women .,None of the above choices .,Young females .,Young males .,3
